[2025-08-23 19:10:20.550] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:10:21.324] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:10:21.983] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"ct1wksqog4t3a6w7kt2fc4jys"}}
[2025-08-23 19:19:32.114] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":169,"TS":"2025-08-23T14:49:30.364","TID":1,"PID":1,"M":19,"S":13,"PLID":513441,"PLUUID":"39yc76urwnda0ze6qb9h00ine","PN":"M. Backhaus","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":7,"Y":50.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":123,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["9"]},{"I":141,"V":["69"]},{"I":212,"V":["12.5529"]},{"I":213,"V":["1.402714"]},{"I":318,"V":["0.00000039"]}]}}}
[2025-08-23 19:19:34.361] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":170,"TS":"2025-08-23T14:49:31.899","TID":1,"PID":1,"M":19,"S":15,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":9,"Y":69,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["16.4"]},{"I":141,"V":["97.9"]},{"I":212,"V":["21.1323"]},{"I":213,"V":["1.194279"]},{"I":318,"V":["0.00000062"]}]}}}
[2025-08-23 19:19:38.008] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":171,"TS":"2025-08-23T14:49:34.60","TID":1,"PID":1,"M":19,"S":17,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":16.4,"Y":97.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32"]},{"I":141,"V":["97.9"]},{"I":212,"V":["16.38"]},{"I":213,"V":["0"]},{"I":318,"V":["0.00000313"]}]}}}
[2025-08-23 19:19:40.974] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":172,"TS":"2025-08-23T14:49:37.707","TID":1,"PID":1,"M":19,"S":21,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":32,"Y":97.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":196,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["62.5"]},{"I":141,"V":["37.4"]},{"I":212,"V":["52.1354"]},{"I":213,"V":["5.373844"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:19:43.893] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":188,"TS":"2025-08-23T14:49:41.722","TID":1,"PID":1,"M":19,"S":25,"PLID":465189,"PLUUID":"8qlz4omhgfnzyb2cgeou7xn56","PN":"A. Theate","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":34.2,"Y":47.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["43.0"]},{"I":141,"V":["41.0"]},{"I":212,"V":["10.15639"]},{"I":213,"V":["5.855124"]},{"I":318,"V":["0.00003235"]}]}}}
[2025-08-23 19:19:44.093] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":189,"TS":"2025-08-23T14:49:43.673","TID":61,"PID":1,"M":19,"S":27,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":43,"Y":41,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:19:47.240] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":190,"TS":"2025-08-23T14:49:46.968","TID":45,"PID":1,"M":19,"S":30,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":29.8,"Y":59.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:19:48.132] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":173,"TS":"2025-08-23T14:49:47.387","TID":1,"PID":1,"M":19,"S":30,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":76,"Y":36.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["76"]},{"I":141,"V":["36.1"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]},{"I":318,"V":["0.00627483"]}]}}}
[2025-08-23 19:19:50.469] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":174,"TS":"2025-08-23T14:49:49.947","TID":61,"PID":1,"M":19,"S":33,"PLID":565380,"PLUUID":"68rs7juin2mmdok00hw6uvre2","PN":"J. Njinmah","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":85.7,"Y":40.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-23 19:19:50.869] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":191,"TS":"2025-08-23T14:49:50.618","TID":49,"PID":1,"M":19,"S":34,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":21.9,"Y":48.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:19:55.399] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":175,"TS":"2025-08-23T14:49:55.228","TID":45,"PID":1,"M":19,"S":38,"PLID":518758,"PLUUID":"3tpfqju821lze7myekb40kefo","PN":"J. Malatini","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":63.7,"Y":14.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:19:55.836] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":192,"TS":"2025-08-23T14:49:51.257","TID":1,"PID":1,"M":19,"S":34,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":24.7,"Y":50.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.6"]},{"I":141,"V":["81.1"]},{"I":212,"V":["23.80746"]},{"I":213,"V":["1.069308"]},{"I":318,"V":["0.00001176"]}]}}}
[2025-08-23 19:19:58.021] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":193,"TS":"2025-08-23T14:49:55.641","TID":1,"PID":1,"M":19,"S":39,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":34.6,"Y":70.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.5"]},{"I":141,"V":["73.8"]},{"I":212,"V":["13.90545"]},{"I":213,"V":["2.994356"]},{"I":318,"V":["0.00000277"]}]}}}
[2025-08-23 19:20:05.873] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":194,"TS":"2025-08-23T14:50:00.969","TID":1,"PID":1,"M":19,"S":44,"PLID":465189,"PLUUID":"8qlz4omhgfnzyb2cgeou7xn56","PN":"A. Theate","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":25,"Y":76.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.0"]},{"I":141,"V":["55.8"]},{"I":212,"V":["14.89584"]},{"I":213,"V":["5.072574"]},{"I":318,"V":["0.00000726"]}]}}}
[2025-08-23 19:20:09.354] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":195,"TS":"2025-08-23T14:50:05.513","TID":1,"PID":1,"M":19,"S":49,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":35.6,"Y":42.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.8"]},{"I":141,"V":["21.0"]},{"I":212,"V":["14.44045"]},{"I":213,"V":["4.654186"]},{"I":318,"V":["0.00001214"]}]}}}
[2025-08-23 19:20:14.664] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":196,"TS":"2025-08-23T14:50:09.33","TID":1,"PID":1,"M":19,"S":52,"PLID":492942,"PLUUID":"dchp4ud6043gahy06jrm7q6i2","PN":"N. Collins","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":35.3,"Y":27.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.7"]},{"I":141,"V":["44.8"]},{"I":212,"V":["12.15268"]},{"I":213,"V":["1.709482"]},{"I":318,"V":["0.0000136"]}]}}}
[2025-08-23 19:20:17.257] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":197,"TS":"2025-08-23T14:50:14.425","TID":1,"PID":1,"M":19,"S":57,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":39,"Y":55.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.6"]},{"I":141,"V":["74.5"]},{"I":212,"V":["13.00336"]},{"I":213,"V":["1.684086"]},{"I":318,"V":["0.00001948"]}]}}}
[2025-08-23 19:20:19.534] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":198,"TS":"2025-08-23T14:50:16.969","TID":1,"PID":1,"M":20,"S":0,"PLID":465189,"PLUUID":"8qlz4omhgfnzyb2cgeou7xn56","PN":"A. Theate","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":38.1,"Y":74.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["56.6"]},{"I":141,"V":["84.8"]},{"I":212,"V":["20.58083"]},{"I":213,"V":["0.3367321"]},{"I":318,"V":["0.00012965"]}]}}}
[2025-08-23 19:20:21.005] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":169,"TS":"2025-08-23T14:48:11.482","TID":43,"PID":1,"M":17,"S":54,"PLID":225485,"PLUUID":"d3tfdqfnab7bqxfdh3399y06i","PN":"J. Burkardt","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":92.2,"Y":69.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":[null]},{"I":144,"V":["3"]}]}}}
[2025-08-23 19:20:21.619] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":199,"TS":"2025-08-23T14:50:19.226","TID":1,"PID":1,"M":20,"S":2,"PLID":554087,"PLUUID":"4a59itr8bwm9auhz9f2dno104","PN":"C. Uzun","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":56.6,"Y":84.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["67.6"]},{"I":141,"V":["85.0"]},{"I":212,"V":["11.5508"]},{"I":213,"V":["0.01177435"]},{"I":318,"V":["0.00048032"]}]}}}
[2025-08-23 19:20:22.808] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":200,"TS":"2025-08-23T14:50:21.354","TID":1,"PID":1,"M":20,"S":4,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":65.7,"Y":88.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["61.8"]},{"I":141,"V":["73.3"]},{"I":212,"V":["11.24419"]},{"I":213,"V":["4.339628"]},{"I":318,"V":["0.00050074"]}]}}}
[2025-08-23 19:20:27.910] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":201,"TS":"2025-08-23T14:50:22.569","TID":1,"PID":1,"M":20,"S":6,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":61.8,"Y":73.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["60.3"]},{"I":141,"V":["85.4"]},{"I":212,"V":["8.377387"]},{"I":213,"V":["1.759928"]},{"I":318,"V":["0.00025822"]}]}}}
[2025-08-23 19:20:29.959] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":202,"TS":"2025-08-23T14:50:27.624","TID":1,"PID":1,"M":20,"S":11,"PLID":554087,"PLUUID":"4a59itr8bwm9auhz9f2dno104","PN":"C. Uzun","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":55.2,"Y":72,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.4"]},{"I":141,"V":["51.9"]},{"I":212,"V":["18.44794"]},{"I":213,"V":["3.975996"]},{"I":318,"V":["0.00007786"]}]}}}
[2025-08-23 19:20:33.691] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":203,"TS":"2025-08-23T14:50:29.738","TID":1,"PID":1,"M":20,"S":13,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":43.9,"Y":51,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["75.6"]},{"I":141,"V":["6.1"]},{"I":212,"V":["45.1674"]},{"I":213,"V":["5.540899"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00082907"]}]}}}
[2025-08-23 19:20:36.162] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":204,"TS":"2025-08-23T14:50:33.417","TID":1,"PID":1,"M":20,"S":16,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":75.6,"Y":6.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["70.9"]},{"I":141,"V":["11.6"]},{"I":212,"V":["6.192078"]},{"I":213,"V":["2.493085"]},{"I":318,"V":["0.00060876"]}]}}}
[2025-08-23 19:20:38.630] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":205,"TS":"2025-08-23T14:50:35.898","TID":1,"PID":1,"M":20,"S":19,"PLID":205252,"PLUUID":"7o11dzx2cccrslutrjl16ik89","PN":"R. Doan","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":72.5,"Y":15.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["79.4"]},{"I":141,"V":["4.4"]},{"I":212,"V":["10.66032"]},{"I":213,"V":["5.459638"]},{"I":318,"V":["0.00078915"]}]}}}
[2025-08-23 19:20:40.094] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":206,"TS":"2025-08-23T14:50:38.425","TID":1,"PID":1,"M":20,"S":21,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":78.9,"Y":4.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["72.8"]},{"I":141,"V":["12.5"]},{"I":212,"V":["8.316035"]},{"I":213,"V":["2.449949"]},{"I":318,"V":["0.00080345"]}]}}}
[2025-08-23 19:20:43.312] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":207,"TS":"2025-08-23T14:50:39.769","TID":1,"PID":1,"M":20,"S":23,"PLID":205252,"PLUUID":"7o11dzx2cccrslutrjl16ik89","PN":"R. Doan","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":72.7,"Y":13.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69.6"]},{"I":141,"V":["24.6"]},{"I":212,"V":["8.28242"]},{"I":213,"V":["1.974689"]},{"I":318,"V":["0.00125712"]}]}}}
[2025-08-23 19:20:45.237] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":208,"TS":"2025-08-23T14:50:43.97","TID":1,"PID":1,"M":20,"S":26,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":68.9,"Y":24.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["76.5"]},{"I":141,"V":["5.2"]},{"I":212,"V":["15.24364"]},{"I":213,"V":["5.263339"]},{"I":318,"V":["0.00079082"]}]}}}
[2025-08-23 19:20:47.648] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":209,"TS":"2025-08-23T14:50:45.1","TID":1,"PID":1,"M":20,"S":28,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":76,"Y":5.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["87.0"]},{"I":141,"V":["7.4"]},{"I":212,"V":["11.64648"]},{"I":213,"V":["0.1288067"]},{"I":318,"V":["0.00123476"]}]}}}
[2025-08-23 19:20:47.846] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":210,"TS":"2025-08-23T14:50:47.354","TID":61,"PID":1,"M":20,"S":30,"PLID":205252,"PLUUID":"7o11dzx2cccrslutrjl16ik89","PN":"R. Doan","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":87.4,"Y":7.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-23 19:20:50.743] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":176,"TS":"2025-08-23T14:50:48.443","TID":1,"PID":1,"M":20,"S":31,"PLID":444687,"PLUUID":"39tod1iad3ztq17qveh8pwp9l","PN":"S. Lynen","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":6,"Y":87.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["14.3"]},{"I":141,"V":["86.4"]},{"I":212,"V":["8.727989"]},{"I":213,"V":["6.228621"]},{"I":318,"V":["0.00000046"]}]}}}
[2025-08-23 19:20:51.153] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":177,"TS":"2025-08-23T14:50:50.442","TID":3,"PID":1,"M":20,"S":33,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":14.3,"Y":86.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:20:53.777] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":178,"TS":"2025-08-23T14:50:53.483","TID":45,"PID":1,"M":20,"S":36,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":6.9,"Y":85.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:20:54.741] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":211,"TS":"2025-08-23T14:50:50.665","TID":7,"PID":1,"M":20,"S":34,"PLID":554087,"PLUUID":"4a59itr8bwm9auhz9f2dno104","PN":"C. Uzun","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":87.9,"Y":6.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:20:55.947] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":212,"TS":"2025-08-23T14:50:54.537","TID":1,"PID":1,"M":20,"S":38,"PLID":554087,"PLUUID":"4a59itr8bwm9auhz9f2dno104","PN":"C. Uzun","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":92.7,"Y":7.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["91.3"]},{"I":141,"V":["37.9"]},{"I":212,"V":["20.65637"]},{"I":213,"V":["1.642021"]}]}}}
[2025-08-23 19:20:58.942] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":179,"TS":"2025-08-23T14:50:56.43","TID":12,"PID":1,"M":20,"S":39,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":8.4,"Y":57.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.5"]},{"I":141,"V":["78.5"]},{"I":212,"V":["30.93379"]},{"I":213,"V":["0.4823128"]}]}}}
[2025-08-23 19:20:59.147] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":180,"TS":"2025-08-23T14:50:58.587","TID":61,"PID":1,"M":20,"S":42,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":34.5,"Y":78.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:21:05.505] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":213,"TS":"2025-08-23T14:50:59.817","TID":1,"PID":1,"M":20,"S":43,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":60.1,"Y":9.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["26.2"]},{"I":141,"V":["36.6"]},{"I":212,"V":["40.17655"]},{"I":213,"V":["2.659366"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00001317"]}]}}}
[2025-08-23 19:21:07.901] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":214,"TS":"2025-08-23T14:51:05.289","TID":1,"PID":1,"M":20,"S":48,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":27.2,"Y":38.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.1"]},{"I":141,"V":["31.6"]},{"I":212,"V":["10.48745"]},{"I":213,"V":["5.812075"]},{"I":318,"V":["0.00001327"]}]}}}
