[2025-08-23 23:27:32.048] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 23:27:32.706] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 23:27:33.369] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"49e80e647ljijc5bz8tqc2l0"}}
[2025-08-24 00:10:26.681] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":418,"TS":"2025-08-23T19:40:21.695","TID":1,"PID":2,"M":45,"S":45,"PLID":224919,"PLUUID":"6xulax65kp4aid70nk7g5jr2t","PN":"Robin Le Normand","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":27.2,"Y":23.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["9.5"]},{"I":141,"V":["44.2"]},{"I":212,"V":["23.31386"]},{"I":213,"V":["2.493382"]},{"I":318,"V":["0.00000065"]}]}}}
[2025-08-24 00:10:29.652] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":419,"TS":"2025-08-23T19:40:26.431","TID":1,"PID":2,"M":45,"S":50,"PLID":81352,"PLUUID":"2yt9oajv9dkbju8tgy1g2nmqd","PN":"J. Oblak","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":15.9,"Y":47.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["52.9"]},{"I":141,"V":["61.4"]},{"I":212,"V":["39.96726"]},{"I":213,"V":["0.2370048"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00011989"]}]}}}
[2025-08-24 00:10:30.686] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":420,"TS":"2025-08-23T19:40:29.343","TID":1,"PID":2,"M":45,"S":53,"PLID":143877,"PLUUID":"6akzpi6rd6qq0ke07ojnhpoet","PN":"A. S\u00f8rloth","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":52.9,"Y":61.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["58"]},{"I":141,"V":["84.3"]},{"I":212,"V":["16.46703"]},{"I":213,"V":["1.239578"]}]}}}
[2025-08-24 00:10:31.254] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":432,"TS":"2025-08-23T19:40:30.960","TID":49,"PID":2,"M":45,"S":54,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":42.3,"Y":22.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[]}}}
[2025-08-24 00:10:35.202] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":433,"TS":"2025-08-23T19:40:31.168","TID":1,"PID":2,"M":45,"S":54,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":42.3,"Y":22.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["56.2"]},{"I":141,"V":["23.0"]},{"I":212,"V":["14.59643"]},{"I":213,"V":["0.01397648"]},{"I":318,"V":["0.00013075"]}]}}}
[2025-08-24 00:10:38.446] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":421,"TS":"2025-08-23T19:40:38.80","TID":45,"PID":2,"M":46,"S":1,"PLID":487992,"PLUUID":"7mvqysbmyf6uj3jny3qpqw2ga","PN":"M. Ruggeri","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":33.9,"Y":93.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-24 00:10:39.042] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":434,"TS":"2025-08-23T19:40:34.848","TID":1,"PID":2,"M":45,"S":58,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":58,"Y":10,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["59.8"]},{"I":141,"V":["2.0"]},{"I":212,"V":["5.758967"]},{"I":213,"V":["5.046769"]},{"I":318,"V":["0.00008025"]}]}}}
[2025-08-24 00:10:39.538] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":435,"TS":"2025-08-23T19:40:38.641","TID":3,"PID":2,"M":46,"S":2,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":65.8,"Y":9.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:10:43.458] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":436,"TS":"2025-08-23T19:40:38.896","TID":1,"PID":2,"M":46,"S":2,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":66.7,"Y":10.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["78.3"]},{"I":141,"V":["7.7"]},{"I":212,"V":["12.34966"]},{"I":213,"V":["6.117238"]},{"I":318,"V":["0.00067151"]}]}}}
[2025-08-24 00:10:44.271] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":437,"TS":"2025-08-23T19:40:43.120","TID":1,"PID":2,"M":46,"S":6,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":79.5,"Y":19.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["91.1"]},{"I":141,"V":["31.9"]},{"I":212,"V":["14.97037"]},{"I":213,"V":["0.6204669"]}]}}}
[2025-08-24 00:10:45.470] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":438,"TS":"2025-08-23T19:40:45.136","TID":85,"PID":2,"M":46,"S":8,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":91.1,"Y":31.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[]}}}
[2025-08-24 00:10:45.654] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":422,"TS":"2025-08-23T19:40:44.287","TID":12,"PID":2,"M":46,"S":8,"PLID":488662,"PLUUID":"3ub05nnpt9o7s387z6oj8vf56","PN":"J. Cardoso","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":11.6,"Y":66.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["11.6"]},{"I":141,"V":["66.2"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]}]}}}
[2025-08-24 00:10:45.870] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":423,"TS":"2025-08-23T19:40:45.408","TID":85,"PID":2,"M":46,"S":9,"PLID":488662,"PLUUID":"3ub05nnpt9o7s387z6oj8vf56","PN":"J. Cardoso","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":-0.9,"Y":70.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[]}}}
[2025-08-24 00:11:14.982] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":439,"TS":"2025-08-23T19:41:13.552","TID":1,"PID":2,"M":46,"S":37,"PLID":467020,"PLUUID":"5mgmcero3ui4a24v1w1upx3sa","PN":"Germ\u00e1n Valera","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":99.5,"Y":0.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":6,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["93.2"]},{"I":141,"V":["4.0"]},{"I":212,"V":["7.030123"]},{"I":213,"V":["2.796224"]},{"I":318,"V":["0.00051018"]}]}}}
[2025-08-24 00:11:15.770] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":440,"TS":"2025-08-23T19:41:14.751","TID":1,"PID":2,"M":46,"S":38,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":93,"Y":3.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["93.0"]},{"I":141,"V":["3.5"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]},{"I":318,"V":["0.0006074"]}]}}}
[2025-08-24 00:11:19.380] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":441,"TS":"2025-08-23T19:41:16.943","TID":1,"PID":2,"M":46,"S":40,"PLID":467020,"PLUUID":"5mgmcero3ui4a24v1w1upx3sa","PN":"Germ\u00e1n Valera","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":84.1,"Y":13.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["88.7"]},{"I":141,"V":["27.4"]},{"I":212,"V":["10.37311"]},{"I":213,"V":["1.086453"]},{"I":318,"V":["0.00967486"]}]}}}
[2025-08-24 00:11:19.776] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":442,"TS":"2025-08-23T19:41:18.911","TID":3,"PID":2,"M":46,"S":42,"PLID":199250,"PLUUID":"90ga4jxu6ydpoliajft8w9y39","PN":"Aleix Febas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":90.8,"Y":32.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:11:21.390] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":443,"TS":"2025-08-23T19:41:20.913","TID":5,"PID":2,"M":46,"S":44,"PLID":199250,"PLUUID":"90ga4jxu6ydpoliajft8w9y39","PN":"Aleix Febas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":100.5,"Y":34.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-24 00:11:27.408] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":424,"TS":"2025-08-23T19:41:20.623","TID":5,"PID":2,"M":46,"S":44,"PLID":143877,"PLUUID":"6akzpi6rd6qq0ke07ojnhpoet","PN":"A. S\u00f8rloth","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":-1.2,"Y":60.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-24 00:11:37.468] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":425,"TS":"2025-08-23T19:41:31.327","TID":1,"PID":2,"M":46,"S":55,"PLID":235093,"PLUUID":"1vyh50nfaq2kq5pmivpkc1psl","PN":"D. Hancko","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":4.8,"Y":61.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["3.5"]},{"I":141,"V":["52.4"]},{"I":212,"V":["6.071432"]},{"I":213,"V":["4.485627"]},{"I":318,"V":["0.00000044"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-24 00:11:40.626] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":426,"TS":"2025-08-23T19:41:37.104","TID":1,"PID":2,"M":47,"S":0,"PLID":81352,"PLUUID":"2yt9oajv9dkbju8tgy1g2nmqd","PN":"J. Oblak","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":7.7,"Y":49.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["60.6"]},{"I":141,"V":["27.2"]},{"I":212,"V":["57.50668"]},{"I":213,"V":["6.021239"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-24 00:11:41.609] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":444,"TS":"2025-08-23T19:41:41.57","TID":1,"PID":2,"M":47,"S":4,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":41.5,"Y":76.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["42.9"]},{"I":141,"V":["76.4"]},{"I":212,"V":["1.47"]},{"I":213,"V":["0"]}]}}}
[2025-08-24 00:11:47.022] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":427,"TS":"2025-08-23T19:41:43.646","TID":1,"PID":2,"M":47,"S":7,"PLID":482652,"PLUUID":"5es43b4a7fv0lkmp63dj439ey","PN":"G. Simeone","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":59.6,"Y":1.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["65.8"]},{"I":141,"V":["7.7"]},{"I":212,"V":["7.793122"]},{"I":213,"V":["0.5820236"]},{"I":318,"V":["0.00018633"]}]}}}
[2025-08-24 00:11:49.659] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":428,"TS":"2025-08-23T19:41:46.783","TID":1,"PID":2,"M":47,"S":10,"PLID":143877,"PLUUID":"6akzpi6rd6qq0ke07ojnhpoet","PN":"A. S\u00f8rloth","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":71.3,"Y":3.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["71.8"]},{"I":141,"V":["19.9"]},{"I":212,"V":["10.96058"]},{"I":213,"V":["1.522879"]},{"I":318,"V":["0.00089148"]}]}}}
[2025-08-24 00:11:50.027] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":429,"TS":"2025-08-23T19:41:49.407","TID":50,"PID":2,"M":47,"S":13,"PLID":461358,"PLUUID":"9ikkuxd19avliz1khcrm82gyy","PN":"J. Alvarez","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":70.7,"Y":21.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:11:50.576] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":430,"TS":"2025-08-23T19:41:50.60","TID":61,"PID":2,"M":47,"S":13,"PLID":461358,"PLUUID":"9ikkuxd19avliz1khcrm82gyy","PN":"J. Alvarez","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":70.7,"Y":21.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-24 00:11:51.089] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":445,"TS":"2025-08-23T19:41:50.160","TID":7,"PID":2,"M":47,"S":13,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":34.6,"Y":72.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-24 00:11:53.861] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":446,"TS":"2025-08-23T19:41:51.679","TID":1,"PID":2,"M":47,"S":15,"PLID":437463,"PLUUID":"8nbnru9t2qxaotxw0hiaocdt5","PN":"V\u00edctor Chust","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":28.4,"Y":69.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.7"]},{"I":141,"V":["49.7"]},{"I":212,"V":["16.03841"]},{"I":213,"V":["5.286851"]},{"I":318,"V":["0.00001473"]}]}}}
[2025-08-24 00:11:54.061] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":447,"TS":"2025-08-23T19:41:52.864","TID":49,"PID":2,"M":47,"S":16,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":37.6,"Y":50.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[]}}}
[2025-08-24 00:11:58.469] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":431,"TS":"2025-08-23T19:41:58.207","TID":45,"PID":2,"M":47,"S":21,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":37.6,"Y":16.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-24 00:12:01.074] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":432,"TS":"2025-08-23T19:42:00.703","TID":45,"PID":2,"M":47,"S":24,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":26.8,"Y":4.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-24 00:12:02.857] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":433,"TS":"2025-08-23T19:42:02.175","TID":7,"PID":2,"M":47,"S":25,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":26.8,"Y":5.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-24 00:12:03.069] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":448,"TS":"2025-08-23T19:41:58.415","TID":3,"PID":2,"M":47,"S":22,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":60,"Y":85.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:12:04.065] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":449,"TS":"2025-08-23T19:42:02.688","TID":3,"PID":2,"M":47,"S":26,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":68.3,"Y":97.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:12:04.483] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":450,"TS":"2025-08-23T19:42:03.986","TID":3,"PID":2,"M":47,"S":27,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":68.7,"Y":96.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:12:05.067] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":451,"TS":"2025-08-23T19:42:04.858","TID":61,"PID":2,"M":47,"S":28,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":68.7,"Y":96.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-24 00:12:05.853] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":434,"TS":"2025-08-23T19:42:05.311","TID":7,"PID":2,"M":47,"S":29,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":28.5,"Y":4.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-24 00:12:08.511] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":435,"TS":"2025-08-23T19:42:06.607","TID":49,"PID":2,"M":47,"S":30,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":29.4,"Y":9.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[]}}}
[2025-08-24 00:12:08.860] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":436,"TS":"2025-08-23T19:42:06.719","TID":1,"PID":2,"M":47,"S":30,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":29.4,"Y":9.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.8"]},{"I":141,"V":["24.8"]},{"I":212,"V":["10.21944"]},{"I":213,"V":["1.632483"]},{"I":318,"V":["0.00000386"]}]}}}
