[2025-08-23 19:12:49.289] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:12:49.948] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:12:50.600] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cvxiwe1m7tpfeel02s60xym8k"}}
[2025-08-23 19:23:36.283] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":179,"TS":"2025-08-23T14:53:28.119","TID":1,"PID":1,"M":22,"S":57,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":23.7,"Y":67.3,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.1"]},{"I":141,"V":["34.3"]},{"I":212,"V":["22.75614"]},{"I":213,"V":["4.545506"]},{"I":318,"V":["0.00000244"]}]}}}
[2025-08-23 19:23:45.651] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":180,"TS":"2025-08-23T14:53:35.912","TID":1,"PID":1,"M":23,"S":5,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":26.6,"Y":31.6,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["14.5"]},{"I":141,"V":["49.6"]},{"I":212,"V":["17.64184"]},{"I":213,"V":["2.374833"]},{"I":318,"V":["0.00000134"]}]}}}
[2025-08-23 19:23:49.432] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":181,"TS":"2025-08-23T14:53:45.384","TID":1,"PID":1,"M":23,"S":14,"PLID":232904,"PLUUID":"a79ojcztkvgui9sw4zbkmvr3d","PN":"K. Grabara","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":14.9,"Y":49.3,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["25.2"]},{"I":141,"V":["54.1"]},{"I":212,"V":["11.29681"]},{"I":213,"V":["0.2931102"]},{"I":318,"V":["0.00000326"]}]}}}
[2025-08-23 19:23:52.056] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":182,"TS":"2025-08-23T14:53:49.63","TID":1,"PID":1,"M":23,"S":18,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":24.4,"Y":55,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["17.8"]},{"I":141,"V":["82.6"]},{"I":212,"V":["20.00657"]},{"I":213,"V":["1.924513"]},{"I":318,"V":["0.00000144"]}]}}}
[2025-08-23 19:23:53.232] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":183,"TS":"2025-08-23T14:53:51.687","TID":1,"PID":1,"M":23,"S":20,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":18.2,"Y":82.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.5"]},{"I":141,"V":["71.7"]},{"I":212,"V":["7.682241"]},{"I":213,"V":["4.334421"]},{"I":318,"V":["0.00000087"]}]}}}
[2025-08-23 19:23:55.241] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":184,"TS":"2025-08-23T14:53:52.856","TID":1,"PID":1,"M":23,"S":22,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":15.5,"Y":71.7,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["79.2"]},{"I":141,"V":["70.9"]},{"I":212,"V":["66.88721"]},{"I":213,"V":["6.275052"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:23:57.647] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":193,"TS":"2025-08-23T14:53:55.876","TID":59,"PID":1,"M":23,"S":25,"PLID":483085,"PLUUID":"f2ibn3ej2doay3b4u8ezeix62","PN":"D. Ramaj","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":22.5,"Y":29.7,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:24:01.639] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":194,"TS":"2025-08-23T14:53:57.349","TID":12,"PID":1,"M":23,"S":26,"PLID":483085,"PLUUID":"f2ibn3ej2doay3b4u8ezeix62","PN":"D. Ramaj","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":25.9,"Y":32.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["66.9"]},{"I":141,"V":["58.5"]},{"I":212,"V":["46.64308"]},{"I":213,"V":["0.3950781"]}]}}}
[2025-08-23 19:24:09.296] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":185,"TS":"2025-08-23T14:54:03.192","TID":1,"PID":1,"M":23,"S":32,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":35.7,"Y":39,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["90"]},{"I":141,"V":["11.1"]},{"I":212,"V":["60.08866"]},{"I":213,"V":["5.961956"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00237886"]}]}}}
[2025-08-23 19:24:12.147] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":186,"TS":"2025-08-23T14:54:08.983","TID":1,"PID":1,"M":23,"S":38,"PLID":430368,"PLUUID":"5asv6uc3a4xxsr9u30kdfc0ve","PN":"A. Skov Olsen","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":89.5,"Y":12.9,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["83.1"]},{"I":141,"V":["22.5"]},{"I":212,"V":["9.368734"]},{"I":213,"V":["2.370686"]},{"I":318,"V":["0.00497804"]}]}}}
[2025-08-23 19:24:15.246] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":187,"TS":"2025-08-23T14:54:11.975","TID":1,"PID":1,"M":23,"S":41,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":84.7,"Y":16,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["75.2"]},{"I":141,"V":["39.6"]},{"I":212,"V":["18.89547"]},{"I":213,"V":["2.126927"]},{"I":318,"V":["0.00765584"]}]}}}
[2025-08-23 19:24:15.453] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":188,"TS":"2025-08-23T14:54:14.279","TID":39,"PID":1,"M":23,"S":43,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":76.7,"Y":42.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-23 19:24:17.121] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":189,"TS":"2025-08-23T14:54:15.655","TID":5,"PID":1,"M":23,"S":44,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":100.7,"Y":44.4,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:24:17.303] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":188,"TS":"2025-08-23T14:54:14.279","TID":13,"PID":1,"M":23,"S":43,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":76.7,"Y":42.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0318"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-23 19:24:17.701] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":195,"TS":"2025-08-23T14:54:16.164","TID":5,"PID":1,"M":23,"S":45,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":-1.9,"Y":57.4,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:24:23.123] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":188,"TS":"2025-08-23T14:54:14.279","TID":13,"PID":1,"M":23,"S":43,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":76.7,"Y":42.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":84,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["187"]},{"I":368,"V":["791g7vxqiq7vbjurg7dtzkn8s"]},{"I":102,"V":["42.8571428571429"]},{"I":103,"V":["8.33333333333333"]},{"I":321,"V":["0.0502"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":230,"V":["98.3653846153846"]},{"I":231,"V":["48.375"]}]}}}
[2025-08-23 19:24:49.312] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":188,"TS":"2025-08-23T14:54:14.279","TID":13,"PID":1,"M":23,"S":43,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":76.7,"Y":42.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":84,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["187"]},{"I":368,"V":["791g7vxqiq7vbjurg7dtzkn8s"]},{"I":102,"V":["42.8571428571429"]},{"I":103,"V":["8.33333333333333"]},{"I":321,"V":["0.0502"]},{"I":327,"V":["3"]},{"I":326,"V":["2"]},{"I":230,"V":["98.3653846153846"]},{"I":231,"V":["48.375"]}]}}}
[2025-08-23 19:24:50.484] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":196,"TS":"2025-08-23T14:54:49.412","TID":1,"PID":1,"M":24,"S":18,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":4.3,"Y":61.4,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["3.7"]},{"I":141,"V":["45.5"]},{"I":212,"V":["10.83034"]},{"I":213,"V":["4.654186"]},{"I":318,"V":["0.00000051"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-23 19:24:51.481] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":197,"TS":"2025-08-23T14:54:50.292","TID":1,"PID":1,"M":24,"S":19,"PLID":483085,"PLUUID":"f2ibn3ej2doay3b4u8ezeix62","PN":"D. Ramaj","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":3.7,"Y":45.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.4"]},{"I":141,"V":["10.3"]},{"I":212,"V":["26.90452"]},{"I":213,"V":["5.186575"]},{"I":318,"V":["0.00000068"]}]}}}
[2025-08-23 19:24:52.089] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":198,"TS":"2025-08-23T14:54:51.139","TID":1,"PID":1,"M":24,"S":20,"PLID":153635,"PLUUID":"9heh3f6hvyp4sgbu0ft4xfh05","PN":"P. Mainka","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":15.1,"Y":10,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.4"]},{"I":141,"V":["8.2"]},{"I":212,"V":["18.20619"]},{"I":213,"V":["6.215905"]}]}}}
[2025-08-23 19:24:53.738] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":190,"TS":"2025-08-23T14:54:53.383","TID":8,"PID":1,"M":24,"S":22,"PLID":424001,"PLUUID":"adi6l78sdvet408eho4fi4xk9","PN":"Vinicius Souza","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":69.2,"Y":94.3,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-23 19:25:01.287] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":199,"TS":"2025-08-23T14:54:57.668","TID":1,"PID":1,"M":24,"S":26,"PLID":486505,"PLUUID":"bqjrib66m08p1qw8315ljc38q","PN":"J. Sch\u00f6ppner","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":62.9,"Y":18.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["66.6"]},{"I":141,"V":["46.4"]},{"I":212,"V":["19.36569"]},{"I":213,"V":["1.368813"]},{"I":318,"V":["0.00178842"]}]}}}
[2025-08-23 19:25:05.935] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":200,"TS":"2025-08-23T14:55:01.44","TID":1,"PID":1,"M":24,"S":30,"PLID":505201,"PLUUID":"5bnq6c53ofgo9msqn3vlobpm2","PN":"A. Ibrahimovi\u0107","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":68.6,"Y":61.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["75.0"]},{"I":141,"V":["84.7"]},{"I":212,"V":["17.39818"]},{"I":213,"V":["1.174237"]},{"I":318,"V":["0.00171047"]}]}}}
[2025-08-23 19:25:06.153] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":201,"TS":"2025-08-23T14:55:05.45","TID":39,"PID":1,"M":24,"S":34,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":79.3,"Y":73,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-23 19:25:07.032] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":202,"TS":"2025-08-23T14:55:06.820","TID":5,"PID":1,"M":24,"S":36,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":101.4,"Y":59.7,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:25:09.636] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":201,"TS":"2025-08-23T14:55:05.45","TID":13,"PID":1,"M":24,"S":34,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":80.5,"Y":71.8,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0301"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-23 19:25:09.909] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":191,"TS":"2025-08-23T14:55:05.479","TID":5,"PID":1,"M":24,"S":34,"PLID":424001,"PLUUID":"adi6l78sdvet408eho4fi4xk9","PN":"Vinicius Souza","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":-1,"Y":38.4,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:25:13.589] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":201,"TS":"2025-08-23T14:55:05.45","TID":13,"PID":1,"M":24,"S":34,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":80.5,"Y":71.8,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":73,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["200"]},{"I":368,"V":["8spz0goxq8131bqm5ot2fuxlo"]},{"I":102,"V":["60.5"]},{"I":103,"V":["4.16666666666667"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0301"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":230,"V":["1.24519230769231"]},{"I":231,"V":["46.9305555555556"]}]}}}
[2025-08-23 19:25:42.542] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":192,"TS":"2025-08-23T14:55:36.503","TID":1,"PID":1,"M":25,"S":5,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":5.1,"Y":60.3,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["87.3"]},{"I":141,"V":["80.4"]},{"I":212,"V":["87.38553"]},{"I":213,"V":["0.1570552"]},{"I":1,"V":["NULL"]},{"I":74,"V":["NULL"]}]}}}
[2025-08-23 19:25:43.749] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":203,"TS":"2025-08-23T14:55:42.884","TID":59,"PID":1,"M":25,"S":12,"PLID":483085,"PLUUID":"f2ibn3ej2doay3b4u8ezeix62","PN":"D. Ramaj","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":12.1,"Y":19.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:25:44.525] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":204,"TS":"2025-08-23T14:55:43.572","TID":49,"PID":1,"M":25,"S":12,"PLID":483085,"PLUUID":"f2ibn3ej2doay3b4u8ezeix62","PN":"D. Ramaj","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":12.1,"Y":19.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[]}}}
[2025-08-23 19:25:45.145] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":205,"TS":"2025-08-23T14:55:43.908","TID":1,"PID":1,"M":25,"S":13,"PLID":483085,"PLUUID":"f2ibn3ej2doay3b4u8ezeix62","PN":"D. Ramaj","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":12.1,"Y":19.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.6"]},{"I":141,"V":["4.7"]},{"I":212,"V":["21.75348"]},{"I":213,"V":["5.816269"]},{"I":318,"V":["0.00000317"]}]}}}
[2025-08-23 19:25:47.311] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":206,"TS":"2025-08-23T14:55:44.900","TID":1,"PID":1,"M":25,"S":14,"PLID":153635,"PLUUID":"9heh3f6hvyp4sgbu0ft4xfh05","PN":"P. Mainka","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":28.9,"Y":5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.3"]},{"I":141,"V":["4.7"]},{"I":212,"V":["14.07148"]},{"I":213,"V":["6.268687"]},{"I":318,"V":["0.0000126"]}]}}}
[2025-08-23 19:25:47.501] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":207,"TS":"2025-08-23T14:55:47.27","TID":1,"PID":1,"M":25,"S":16,"PLID":193494,"PLUUID":"98glpci54ztzmd3yn1kttlvpx","PN":"M. Busch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":40.7,"Y":3.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.0"]},{"I":141,"V":["4.2"]},{"I":212,"V":["3.914052"]},{"I":213,"V":["3.019678"]}]}}}
[2025-08-23 19:25:48.505] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":193,"TS":"2025-08-23T14:55:48.167","TID":74,"PID":1,"M":25,"S":17,"PLID":522019,"PLUUID":"8ri0md3tr27a1bn10xmfkgsus","PN":"D. Pej\u010dinovi\u0107","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":58.1,"Y":97.9,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:25:48.938] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":194,"TS":"2025-08-23T14:55:48.614","TID":5,"PID":1,"M":25,"S":17,"PLID":522019,"PLUUID":"8ri0md3tr27a1bn10xmfkgsus","PN":"D. Pej\u010dinovi\u0107","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":58.7,"Y":100.8,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:25:50.124] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":208,"TS":"2025-08-23T14:55:48.307","TID":5,"PID":1,"M":25,"S":17,"PLID":193494,"PLUUID":"98glpci54ztzmd3yn1kttlvpx","PN":"M. Busch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":40,"Y":-1.8,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:25:53.721] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":209,"TS":"2025-08-23T14:55:49.828","TID":1,"PID":1,"M":25,"S":19,"PLID":193494,"PLUUID":"98glpci54ztzmd3yn1kttlvpx","PN":"M. Busch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":41.7,"Y":-1.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["74.5"]},{"I":141,"V":["4.7"]},{"I":212,"V":["34.69709"]},{"I":213,"V":["0.1218097"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00005359"]}]}}}
