[2025-08-19 00:32:44.800] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-19 00:32:45.449] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-19 00:32:46.097] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"13ylro8dy443m52qxwrxm9zis"}}
[2025-08-19 00:49:23.605] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":156,"TS":"2025-08-18T20:19:23.145","TID":5,"PID":1,"M":17,"S":18,"PLID":440993,"PLUUID":"3dm2bfuoyips4rbj0vhvbp9be","PN":"I. Ndiaye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":88.2,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-19 00:49:25.087] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":185,"TS":"2025-08-18T20:19:23.488","TID":5,"PID":1,"M":17,"S":18,"PLID":243526,"PLUUID":"fij46jr9fq43444gr1y8tl9l","PN":"G. Gudmundsson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":14.1,"Y":101.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-19 00:49:27.184] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":144,"TS":"2025-08-18T20:18:31.241","TID":43,"PID":1,"M":16,"S":26,"PLID":502697,"PLUUID":"18qxb54ol1s4mtgl7n3224ciy","PN":"C. Alcaraz","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":31,"Y":88.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":[null]},{"I":142,"V":[null]},{"I":144,"V":["7"]}]}}}
[2025-08-19 00:49:47.337] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":186,"TS":"2025-08-18T20:19:46.55","TID":1,"PID":1,"M":17,"S":41,"PLID":243526,"PLUUID":"fij46jr9fq43444gr1y8tl9l","PN":"G. Gudmundsson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":13.1,"Y":101.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["22.7"]},{"I":141,"V":["95.7"]},{"I":212,"V":["10.92616"]},{"I":213,"V":["5.887043"]},{"I":318,"V":["0.00000021"]}]}}}
[2025-08-19 00:49:47.728] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":187,"TS":"2025-08-18T20:19:47.7","TID":1,"PID":1,"M":17,"S":42,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":22.7,"Y":95.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["17.3"]},{"I":141,"V":["96.2"]},{"I":212,"V":["5.680185"]},{"I":213,"V":["3.0817"]},{"I":318,"V":["0.00000045"]}]}}}
[2025-08-19 00:49:50.380] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":188,"TS":"2025-08-18T20:19:48.679","TID":1,"PID":1,"M":17,"S":43,"PLID":243526,"PLUUID":"fij46jr9fq43444gr1y8tl9l","PN":"G. Gudmundsson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":17.3,"Y":96.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["44.3"]},{"I":141,"V":["66.4"]},{"I":212,"V":["34.84756"]},{"I":213,"V":["5.662609"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00002766"]}]}}}
[2025-08-19 00:49:51.966] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":189,"TS":"2025-08-18T20:19:50.136","TID":1,"PID":1,"M":17,"S":45,"PLID":200617,"PLUUID":"dkwkmrmpb7rq4e660efcu5hat","PN":"D. James","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":44.3,"Y":66.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.2"]},{"I":141,"V":["77.2"]},{"I":212,"V":["7.610148"]},{"I":213,"V":["1.305547"]},{"I":318,"V":["0.00003396"]}]}}}
[2025-08-19 00:49:52.165] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":190,"TS":"2025-08-18T20:19:51.639","TID":61,"PID":1,"M":17,"S":46,"PLID":235826,"PLUUID":"6ka58mn83rknx80e4y2jk3949","PN":"J. Piroe","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":46.2,"Y":77.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-19 00:49:52.577] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":157,"TS":"2025-08-18T20:19:52.377","TID":49,"PID":1,"M":17,"S":47,"PLID":80801,"PLUUID":"ceerfv28fygp7m2euv5n5uu39","PN":"I. Gueye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":61.3,"Y":36.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-19 00:49:54.403] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":158,"TS":"2025-08-18T20:19:53.322","TID":1,"PID":1,"M":17,"S":48,"PLID":80801,"PLUUID":"ceerfv28fygp7m2euv5n5uu39","PN":"I. Gueye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":61.3,"Y":36.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["72.6"]},{"I":141,"V":["19.5"]},{"I":212,"V":["16.66057"]},{"I":213,"V":["5.50496"]}]}}}
[2025-08-19 00:49:59.724] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":157,"TS":"2025-08-18T20:19:52.377","TID":43,"PID":1,"M":17,"S":47,"PLID":80801,"PLUUID":"ceerfv28fygp7m2euv5n5uu39","PN":"I. Gueye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":61.3,"Y":36.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":144,"V":["49"]}]}}}
[2025-08-19 00:50:00.332] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":191,"TS":"2025-08-18T20:19:53.999","TID":1,"PID":1,"M":17,"S":49,"PLID":243526,"PLUUID":"fij46jr9fq43444gr1y8tl9l","PN":"G. Gudmundsson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":33.7,"Y":79.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["37"]},{"I":141,"V":["14.6"]},{"I":212,"V":["44.33561"]},{"I":213,"V":["4.790623"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00001397"]}]}}}
[2025-08-19 00:50:03.935] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":192,"TS":"2025-08-18T20:20:00.128","TID":1,"PID":1,"M":17,"S":55,"PLID":226182,"PLUUID":"dwumn5qew7ae53givnx2p892h","PN":"J. Bogle","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":39,"Y":3.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["95.3"]},{"I":141,"V":["19.2"]},{"I":212,"V":["60.03537"]},{"I":213,"V":["0.1753274"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-19 00:50:04.536] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":159,"TS":"2025-08-18T20:20:04.217","TID":49,"PID":1,"M":17,"S":59,"PLID":111234,"PLUUID":"e8dina16u5kt5ho4u5igtmimt","PN":"J. Pickford","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":4.5,"Y":83.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-19 00:50:12.188] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":160,"TS":"2025-08-18T20:20:08.857","TID":1,"PID":1,"M":18,"S":4,"PLID":111234,"PLUUID":"e8dina16u5kt5ho4u5igtmimt","PN":"J. Pickford","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":9.3,"Y":65.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["24.8"]},{"I":141,"V":["27.6"]},{"I":212,"V":["30.4232"]},{"I":213,"V":["5.276842"]},{"I":318,"V":["0.00000223"]}]}}}
[2025-08-19 00:50:19.103] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":161,"TS":"2025-08-18T20:20:11.849","TID":1,"PID":1,"M":18,"S":7,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":25.1,"Y":30.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.5"]},{"I":141,"V":["67.3"]},{"I":212,"V":["25.17342"]},{"I":213,"V":["1.721525"]},{"I":318,"V":["0.00000208"]}]}}}
[2025-08-19 00:50:22.654] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":162,"TS":"2025-08-18T20:20:18.761","TID":1,"PID":1,"M":18,"S":13,"PLID":106611,"PLUUID":"6og6s61vrg51rfqxk9cipylzp","PN":"M. Keane","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":24.9,"Y":65.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.5"]},{"I":141,"V":["33.8"]},{"I":212,"V":["22.57784"]},{"I":213,"V":["5.024363"]},{"I":318,"V":["0.00000644"]}]}}}
[2025-08-19 00:50:25.112] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":163,"TS":"2025-08-18T20:20:22.329","TID":1,"PID":1,"M":18,"S":17,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":36.3,"Y":27.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["76.3"]},{"I":141,"V":["14.9"]},{"I":212,"V":["42.92022"]},{"I":213,"V":["6.075737"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-19 00:50:26.950] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":193,"TS":"2025-08-18T20:20:25.815","TID":12,"PID":1,"M":18,"S":21,"PLID":243526,"PLUUID":"fij46jr9fq43444gr1y8tl9l","PN":"G. Gudmundsson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":24.1,"Y":87.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29"]},{"I":141,"V":["94.7"]},{"I":212,"V":["7.149288"]},{"I":213,"V":["0.7674952"]}]}}}
[2025-08-19 00:50:28.716] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":194,"TS":"2025-08-18T20:20:27.687","TID":7,"PID":1,"M":18,"S":22,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":28.6,"Y":94.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-19 00:50:29.551] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":164,"TS":"2025-08-18T20:20:29.321","TID":50,"PID":1,"M":18,"S":24,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":73,"Y":7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-19 00:50:30.716] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":195,"TS":"2025-08-18T20:20:28.527","TID":1,"PID":1,"M":18,"S":23,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":27.4,"Y":90.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31"]},{"I":141,"V":["73.2"]},{"I":212,"V":["12.55075"]},{"I":213,"V":["5.018316"]},{"I":318,"V":["0.0000044"]}]}}}
[2025-08-19 00:50:30.922] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":196,"TS":"2025-08-18T20:20:30.448","TID":49,"PID":1,"M":18,"S":25,"PLID":199598,"PLUUID":"f1ma05bi3t1hfbflylx5d9tyh","PN":"E. Ampadu","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":31.4,"Y":70.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-19 00:50:31.991] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":197,"TS":"2025-08-18T20:20:30.623","TID":1,"PID":1,"M":18,"S":25,"PLID":199598,"PLUUID":"f1ma05bi3t1hfbflylx5d9tyh","PN":"E. Ampadu","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":31.4,"Y":70.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.6"]},{"I":141,"V":["70.8"]},{"I":212,"V":["12.81018"]},{"I":213,"V":["6.277877"]},{"I":318,"V":["0.00002366"]}]}}}
[2025-08-19 00:50:33.726] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":198,"TS":"2025-08-18T20:20:31.655","TID":1,"PID":1,"M":18,"S":26,"PLID":235826,"PLUUID":"6ka58mn83rknx80e4y2jk3949","PN":"J. Piroe","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":43.6,"Y":70.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["47.1"]},{"I":141,"V":["89.7"]},{"I":212,"V":["13.36711"]},{"I":213,"V":["1.292281"]},{"I":318,"V":["0.00002692"]}]}}}
[2025-08-19 00:50:34.521] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":165,"TS":"2025-08-18T20:20:34.233","TID":45,"PID":1,"M":18,"S":29,"PLID":490094,"PLUUID":"axj86ms31y5wju5431l5j2lwq","PN":"T. Iroegbunam","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":45.9,"Y":7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-19 00:50:36.381] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":199,"TS":"2025-08-18T20:20:33.511","TID":3,"PID":1,"M":18,"S":28,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":50.3,"Y":90.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-19 00:50:42.879] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":166,"TS":"2025-08-18T20:20:41.897","TID":12,"PID":1,"M":18,"S":37,"PLID":111234,"PLUUID":"e8dina16u5kt5ho4u5igtmimt","PN":"J. Pickford","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":6.4,"Y":9.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["6.4"]},{"I":141,"V":["9.1"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-19 00:50:43.278] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":167,"TS":"2025-08-18T20:20:42.675","TID":5,"PID":1,"M":18,"S":37,"PLID":111234,"PLUUID":"e8dina16u5kt5ho4u5igtmimt","PN":"J. Pickford","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":33.5,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-19 00:50:43.488] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":200,"TS":"2025-08-18T20:20:41.879","TID":5,"PID":1,"M":18,"S":37,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":67.2,"Y":101,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-19 00:51:06.525] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":201,"TS":"2025-08-18T20:21:05.751","TID":1,"PID":1,"M":19,"S":0,"PLID":243526,"PLUUID":"fij46jr9fq43444gr1y8tl9l","PN":"G. Gudmundsson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":67.5,"Y":101.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["71.9"]},{"I":141,"V":["95.6"]},{"I":212,"V":["6.208889"]},{"I":213,"V":["5.551568"]},{"I":318,"V":["0.00005663"]}]}}}
[2025-08-19 00:51:06.978] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":202,"TS":"2025-08-18T20:21:06.359","TID":1,"PID":1,"M":19,"S":1,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":71.9,"Y":95.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["67.9"]},{"I":141,"V":["98.1"]},{"I":212,"V":["4.531004"]},{"I":213,"V":["2.756988"]},{"I":318,"V":["0.00015935"]}]}}}
[2025-08-19 00:51:12.475] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":168,"TS":"2025-08-18T20:21:12.330","TID":45,"PID":1,"M":19,"S":7,"PLID":490094,"PLUUID":"axj86ms31y5wju5431l5j2lwq","PN":"T. Iroegbunam","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":33.6,"Y":4.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-19 00:51:13.088] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":203,"TS":"2025-08-18T20:21:10.711","TID":1,"PID":1,"M":19,"S":5,"PLID":243526,"PLUUID":"fij46jr9fq43444gr1y8tl9l","PN":"G. Gudmundsson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":65.5,"Y":96.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["69.7"]},{"I":141,"V":["89.6"]},{"I":212,"V":["6.589303"]},{"I":213,"V":["5.44561"]},{"I":318,"V":["0.00029294"]}]}}}
[2025-08-19 00:51:15.735] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":204,"TS":"2025-08-18T20:21:12.831","TID":1,"PID":1,"M":19,"S":8,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":66.8,"Y":87.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69.5"]},{"I":141,"V":["71.7"]},{"I":212,"V":["11.046"]},{"I":213,"V":["4.971948"]},{"I":318,"V":["0.00096195"]}]}}}
[2025-08-19 00:51:19.209] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":205,"TS":"2025-08-18T20:21:15.598","TID":1,"PID":1,"M":19,"S":10,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":69.7,"Y":63.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.9"]},{"I":141,"V":["29.7"]},{"I":212,"V":["23.29011"]},{"I":213,"V":["4.766516"]},{"I":318,"V":["0.00204186"]}]}}}
[2025-08-19 00:51:23.551] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":206,"TS":"2025-08-18T20:21:18.895","TID":1,"PID":1,"M":19,"S":14,"PLID":226182,"PLUUID":"dwumn5qew7ae53givnx2p892h","PN":"J. Bogle","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":75.5,"Y":27.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["91"]},{"I":141,"V":["16.4"]},{"I":212,"V":["17.91162"]},{"I":213,"V":["5.852376"]},{"I":318,"V":["0.00307226"]}]}}}
[2025-08-19 00:51:24.143] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":207,"TS":"2025-08-18T20:21:23.270","TID":1,"PID":1,"M":19,"S":18,"PLID":200617,"PLUUID":"dkwkmrmpb7rq4e660efcu5hat","PN":"D. James","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":95.1,"Y":26.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["95.4"]},{"I":141,"V":["28.9"]},{"I":212,"V":["1.528804"]},{"I":213,"V":["1.363266"]}]}}}
[2025-08-19 00:51:29.363] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":169,"TS":"2025-08-18T20:21:24.761","TID":12,"PID":1,"M":19,"S":19,"PLID":106611,"PLUUID":"6og6s61vrg51rfqxk9cipylzp","PN":"M. Keane","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":3.7,"Y":57.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["3.7"]},{"I":141,"V":["57.2"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-19 00:51:29.482] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":170,"TS":"2025-08-18T20:21:29.60","TID":5,"PID":1,"M":19,"S":24,"PLID":106611,"PLUUID":"6og6s61vrg51rfqxk9cipylzp","PN":"M. Keane","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":29.9,"Y":101.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-19 00:51:30.904] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":171,"TS":"2025-08-18T20:21:30.595","TID":61,"PID":1,"M":19,"S":25,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":7.5,"Y":74.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-19 00:51:32.001] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":208,"TS":"2025-08-18T20:21:30.679","TID":5,"PID":1,"M":19,"S":25,"PLID":200617,"PLUUID":"dkwkmrmpb7rq4e660efcu5hat","PN":"D. James","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":63.6,"Y":-1.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
