[2025-08-17 18:38:24.217] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 18:38:24.935] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 18:38:25.673] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"12znl0wq9dni0y2j3xb2dsmj8"}}
[2025-08-17 18:53:08.335] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":216,"TS":"2025-08-17T14:22:53.891","TID":15,"PID":1,"M":22,"S":0,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":76.8,"Y":37.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["215"]},{"I":368,"V":["7yur1moky438lcz827f0e5zyz"]},{"I":102,"V":["50.2"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0448"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":82,"V":["NULL"]},{"I":146,"V":["78.4"]},{"I":147,"V":["38.8"]},{"I":230,"V":["1.89423076923077"]},{"I":231,"V":["52.5277777777778"]}]}}}
[2025-08-17 18:53:08.969] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":111,"TS":"2025-08-17T14:22:55.989","TID":5,"PID":1,"M":22,"S":2,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":-0.6,"Y":43.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 18:53:09.322] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":112,"TS":"2025-08-17T14:23:09.347","TID":10,"PID":1,"M":22,"S":16,"PLID":496221,"PLUUID":"asq9gj1a93bltsfd61i6xvqsq","PN":"A. Wharton","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":21.9,"Y":61.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:53:18.927] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":112,"TS":"2025-08-17T14:22:53.347","TID":10,"PID":1,"M":22,"S":0,"PLID":496221,"PLUUID":"asq9gj1a93bltsfd61i6xvqsq","PN":"A. Wharton","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":21.9,"Y":61.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:53:19.133] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":216,"TS":"2025-08-17T14:22:53.247","TID":15,"PID":1,"M":22,"S":0,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":76.8,"Y":37.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":233,"V":["112"]},{"I":372,"V":["f3u6506061xeq0prqwlwt5y6b"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["215"]},{"I":368,"V":["7yur1moky438lcz827f0e5zyz"]},{"I":102,"V":["50.2"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0448"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":82,"V":["NULL"]},{"I":146,"V":["78.4"]},{"I":147,"V":["38.8"]},{"I":230,"V":["1.89423076923077"]},{"I":231,"V":["52.5277777777778"]}]}}}
[2025-08-17 18:53:19.240] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":216,"TS":"2025-08-17T14:22:53.247","TID":15,"PID":1,"M":22,"S":0,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":76.8,"Y":37.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":233,"V":["112"]},{"I":372,"V":["f3u6506061xeq0prqwlwt5y6b"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["215"]},{"I":368,"V":["7yur1moky438lcz827f0e5zyz"]},{"I":102,"V":["50.2"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0448"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":82,"V":["NULL"]},{"I":146,"V":["78.4"]},{"I":147,"V":["38.8"]},{"I":230,"V":["1.89423076923077"]},{"I":231,"V":["52.5277777777778"]}]}}}
[2025-08-17 18:53:19.359] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":112,"TS":"2025-08-17T14:22:53.347","TID":10,"PID":1,"M":22,"S":0,"PLID":496221,"PLUUID":"asq9gj1a93bltsfd61i6xvqsq","PN":"A. Wharton","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":21.6,"Y":61.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":233,"V":["216"]},{"I":372,"V":["7l0myzoppw93i4bhkw5dp84wa"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:53:19.465] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":112,"TS":"2025-08-17T14:22:53.347","TID":10,"PID":1,"M":22,"S":0,"PLID":496221,"PLUUID":"asq9gj1a93bltsfd61i6xvqsq","PN":"A. Wharton","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":21.6,"Y":61.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":233,"V":["216"]},{"I":372,"V":["7l0myzoppw93i4bhkw5dp84wa"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:53:39.066] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":218,"TS":"2025-08-17T14:23:36.419","TID":1,"PID":1,"M":22,"S":43,"PLID":225796,"PLUUID":"dczrgxyolp7lcz413wkz7ap61","PN":"R. James","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":99.7,"Y":99.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":6,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":223,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["96.1"]},{"I":141,"V":["56.4"]},{"I":212,"V":["29.55076"]},{"I":213,"V":["4.584122"]},{"I":318,"V":["0.10975306"]}]}}}
[2025-08-17 18:53:39.866] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":219,"TS":"2025-08-17T14:23:39.411","TID":44,"PID":1,"M":22,"S":46,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":96.1,"Y":56.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:53:40.468] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":220,"TS":"2025-08-17T14:23:39.843","TID":39,"PID":1,"M":22,"S":46,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":96.1,"Y":56.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":61,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-17 18:53:40.571] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":113,"TS":"2025-08-17T14:23:40.628","TID":44,"PID":1,"M":22,"S":47,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":3.7,"Y":44,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:53:41.469] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":221,"TS":"2025-08-17T14:23:41.155","TID":5,"PID":1,"M":22,"S":48,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":101.6,"Y":56.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 18:53:44.087] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":114,"TS":"2025-08-17T14:23:42.659","TID":5,"PID":1,"M":22,"S":49,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":-0.5,"Y":41.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 18:54:03.783] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":220,"TS":"2025-08-17T14:23:39.843","TID":13,"PID":1,"M":22,"S":46,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":96.2,"Y":54.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":25,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":16,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.2032"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-17 18:54:05.777] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":115,"TS":"2025-08-17T14:24:02.675","TID":1,"PID":1,"M":23,"S":9,"PLID":172649,"PLUUID":"5z8ycnd0smdkumi5fgtzf7c9h","PN":"D. Henderson","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":4,"Y":48.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["3.8"]},{"I":141,"V":["39"]},{"I":212,"V":["6.667308"]},{"I":213,"V":["4.680887"]},{"I":318,"V":["0.00000035"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-17 18:54:07.089] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":116,"TS":"2025-08-17T14:24:06.35","TID":1,"PID":1,"M":23,"S":12,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":3.8,"Y":39,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["4.1"]},{"I":141,"V":["53.8"]},{"I":212,"V":["10.06893"]},{"I":213,"V":["1.539507"]},{"I":318,"V":["0.00000015"]}]}}}
[2025-08-17 18:54:11.678] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":117,"TS":"2025-08-17T14:24:07.476","TID":1,"PID":1,"M":23,"S":14,"PLID":172649,"PLUUID":"5z8ycnd0smdkumi5fgtzf7c9h","PN":"D. Henderson","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":3.9,"Y":55,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["56.5"]},{"I":141,"V":["70.5"]},{"I":212,"V":["56.22672"]},{"I":213,"V":["0.1885709"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00013637"]}]}}}
[2025-08-17 18:54:11.879] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":118,"TS":"2025-08-17T14:24:12.51","TID":50,"PID":1,"M":23,"S":18,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":57.8,"Y":70.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:54:13.073] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":222,"TS":"2025-08-17T14:24:12.467","TID":7,"PID":1,"M":23,"S":19,"PLID":486672,"PLUUID":"3uc9z96xvain84leorf4ls962","PN":"M. Caicedo","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":36.2,"Y":31.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:54:15.516] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":119,"TS":"2025-08-17T14:24:15.811","TID":86,"PID":1,"M":23,"S":22,"PLID":232185,"PLUUID":"44s112hd02w1i2ucvai9jy7e1","PN":"I. Sarr","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":64,"Y":84.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 18:54:16.719] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":223,"TS":"2025-08-17T14:24:16.51","TID":86,"PID":1,"M":23,"S":22,"PLID":225796,"PLUUID":"dczrgxyolp7lcz413wkz7ap61","PN":"R. James","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":37.4,"Y":16.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-17 18:54:21.917] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":220,"TS":"2025-08-17T14:23:39.843","TID":13,"PID":1,"M":22,"S":46,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":96.2,"Y":54.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":25,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":16,"V":["NULL"]},{"I":74,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["218"]},{"I":368,"V":["4arub0wxt46j9jg901fqas75s"]},{"I":102,"V":["55.6"]},{"I":103,"V":["76.3888888888889"]},{"I":321,"V":["0.2032"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":230,"V":["0.725961538461538"]},{"I":231,"V":["48.0138888888889"]}]}}}
[2025-08-17 18:54:34.517] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":224,"TS":"2025-08-17T14:24:34.868","TID":78,"PID":1,"M":23,"S":41,"PLID":225796,"PLUUID":"dczrgxyolp7lcz413wkz7ap61","PN":"R. James","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":37.4,"Y":16.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-17 18:54:42.242] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":224,"TS":"2025-08-17T14:24:28.868","TID":17,"PID":1,"M":23,"S":35,"PLID":225796,"PLUUID":"dczrgxyolp7lcz413wkz7ap61","PN":"R. James","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":37.4,"Y":16.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":31,"V":["NULL"]},{"I":393,"V":["NULL"]},{"I":13,"V":["243"]},{"I":55,"V":["223"]},{"I":368,"V":["275w59phshjk3vqbkmhqcg7v4"]}]}}}
[2025-08-17 18:55:19.848] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":120,"TS":"2025-08-17T14:25:17.474","TID":1,"PID":1,"M":24,"S":24,"PLID":496221,"PLUUID":"asq9gj1a93bltsfd61i6xvqsq","PN":"A. Wharton","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":69.6,"Y":89,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["67.2"]},{"I":141,"V":["87.6"]},{"I":212,"V":["2.693827"]},{"I":213,"V":["3.502796"]},{"I":318,"V":["0.00025942"]}]}}}
[2025-08-17 18:55:20.044] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":121,"TS":"2025-08-17T14:25:19.426","TID":39,"PID":1,"M":24,"S":26,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":69.5,"Y":76.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":249,"V":["NULL"]}]}}}
[2025-08-17 18:55:20.239] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":225,"TS":"2025-08-17T14:25:20.611","TID":63,"PID":1,"M":24,"S":27,"PLID":215059,"PLUUID":"d9yxninyn4bac8f0ufxsnlqll","PN":"Robert S\u00e1nchez","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":3.6,"Y":52.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:55:22.660] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":225,"TS":"2025-08-17T14:25:20.611","TID":10,"PID":1,"M":24,"S":27,"PLID":215059,"PLUUID":"d9yxninyn4bac8f0ufxsnlqll","PN":"Robert S\u00e1nchez","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":3.6,"Y":52.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":176,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:55:24.251] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":121,"TS":"2025-08-17T14:25:19.426","TID":15,"PID":1,"M":24,"S":26,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":71.3,"Y":76.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":24,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.013"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-17 18:55:27.322] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":226,"TS":"2025-08-17T14:25:24.851","TID":1,"PID":1,"M":24,"S":31,"PLID":215059,"PLUUID":"d9yxninyn4bac8f0ufxsnlqll","PN":"Robert S\u00e1nchez","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":15.4,"Y":50.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":199,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["75.5"]},{"I":141,"V":["83.1"]},{"I":212,"V":["66.93063"]},{"I":213,"V":["0.3397385"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00095801"]}]}}}
[2025-08-17 18:55:29.925] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":220,"TS":"2025-08-17T14:23:39.843","TID":13,"PID":1,"M":22,"S":46,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":96.2,"Y":54.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":25,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":16,"V":["NULL"]},{"I":74,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["218"]},{"I":368,"V":["4arub0wxt46j9jg901fqas75s"]},{"I":102,"V":["55.6"]},{"I":103,"V":["76.3888888888889"]},{"I":321,"V":["0.2032"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":459,"V":["NULL"]},{"I":230,"V":["0.725961538461538"]},{"I":231,"V":["48.0138888888889"]}]}}}
[2025-08-17 18:55:30.943] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":227,"TS":"2025-08-17T14:25:31.27","TID":1,"PID":1,"M":24,"S":37,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":86.8,"Y":83.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["86.9"]},{"I":141,"V":["81.3"]},{"I":212,"V":["1.635374"]},{"I":213,"V":["4.776639"]}]}}}
[2025-08-17 18:55:31.938] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":122,"TS":"2025-08-17T14:25:32.306","TID":12,"PID":1,"M":24,"S":39,"PLID":108413,"PLUUID":"dbebh5mvzowjrp7h4qvzxvaol","PN":"W. Hughes","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":11.3,"Y":15.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":185,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:55:32.347] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":123,"TS":"2025-08-17T14:25:32.789","TID":85,"PID":1,"M":24,"S":39,"PLID":108413,"PLUUID":"dbebh5mvzowjrp7h4qvzxvaol","PN":"W. Hughes","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":11.3,"Y":15.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 18:55:32.722] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":228,"TS":"2025-08-17T14:25:32.883","TID":85,"PID":1,"M":24,"S":39,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":86.9,"Y":81.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-17 18:55:50.461] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":121,"TS":"2025-08-17T14:25:19.426","TID":15,"PID":1,"M":24,"S":26,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":71.9,"Y":75.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":24,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["120"]},{"I":368,"V":["7oc87h1pcgeuzcw778b5hrl8r"]},{"I":102,"V":["47.0588235294118"]},{"I":103,"V":["11.3924050632911"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0135"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":146,"V":["96.9375"]},{"I":147,"V":["52.3472222222222"]},{"I":322,"V":["0.1384"]}]}}}
