[2025-08-16 19:13:29.352] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 19:13:30.108] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 19:13:30.867] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"11i3orjflpi9empra6uuduwpg"}}
[2025-08-16 19:40:07.879] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":90,"TS":"2025-08-16T15:10:07.871","TID":1,"PID":1,"M":8,"S":30,"PLID":91889,"PLUUID":"cjq9g6zgcxk1ceo2xzpe1qnyt","PN":"N. F\u00fcllkrug","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":63.2,"Y":17.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["59.2"]},{"I":141,"V":["24.3"]},{"I":212,"V":["6.196542"]},{"I":213,"V":["2.315559"]},{"I":318,"V":["0.00021596"]}]}}}
[2025-08-16 19:40:09.586] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":91,"TS":"2025-08-16T15:10:08.863","TID":1,"PID":1,"M":8,"S":31,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":59.2,"Y":24.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["54.4"]},{"I":141,"V":["28.2"]},{"I":212,"V":["5.695148"]},{"I":213,"V":["2.657213"]},{"I":318,"V":["0.0001332"]}]}}}
[2025-08-16 19:40:12.186] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":92,"TS":"2025-08-16T15:10:09.807","TID":1,"PID":1,"M":8,"S":32,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":54.4,"Y":28.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.4"]},{"I":141,"V":["54.8"]},{"I":212,"V":["20.91473"]},{"I":213,"V":["2.096751"]},{"I":318,"V":["0.00006163"]}]}}}
[2025-08-16 19:40:15.827] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":93,"TS":"2025-08-16T15:10:12.399","TID":1,"PID":1,"M":8,"S":34,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":44.3,"Y":57.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["61.3"]},{"I":141,"V":["93.2"]},{"I":212,"V":["29.96804"]},{"I":213,"V":["0.932741"]},{"I":318,"V":["0.00013816"]}]}}}
[2025-08-16 19:40:18.622] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":94,"TS":"2025-08-16T15:10:16.95","TID":1,"PID":1,"M":8,"S":38,"PLID":613804,"PLUUID":"18ibccymsaxom7wdnfz0tevx0","PN":"E. Diouf","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":61.4,"Y":91.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["51.7"]},{"I":141,"V":["86.9"]},{"I":212,"V":["10.63475"]},{"I":213,"V":["3.433455"]},{"I":318,"V":["0.00005876"]}]}}}
[2025-08-16 19:40:20.621] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":95,"TS":"2025-08-16T15:10:18.944","TID":1,"PID":1,"M":8,"S":41,"PLID":210494,"PLUUID":"3o0zpl9cnmna2hyk595ja0xrd","PN":"N. Aguerd","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":48,"Y":85.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.4"]},{"I":141,"V":["62"]},{"I":212,"V":["21.53239"]},{"I":213,"V":["3.98732"]},{"I":318,"V":["0.00001412"]}]}}}
[2025-08-16 19:40:23.827] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":96,"TS":"2025-08-16T15:10:20.863","TID":1,"PID":1,"M":8,"S":43,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":34.4,"Y":62,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.4"]},{"I":141,"V":["30.1"]},{"I":212,"V":["21.692"]},{"I":213,"V":["4.712389"]},{"I":318,"V":["0.00001049"]}]}}}
[2025-08-16 19:40:26.040] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":97,"TS":"2025-08-16T15:10:24.95","TID":1,"PID":1,"M":8,"S":46,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":35.1,"Y":24.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["56.3"]},{"I":141,"V":["6.7"]},{"I":212,"V":["25.27332"]},{"I":213,"V":["5.789876"]},{"I":318,"V":["0.00006005"]}]}}}
[2025-08-16 19:40:28.832] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":98,"TS":"2025-08-16T15:10:26.303","TID":1,"PID":1,"M":8,"S":48,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":52.8,"Y":6.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["47.2"]},{"I":141,"V":["23.4"]},{"I":212,"V":["12.78801"]},{"I":213,"V":["2.048573"]},{"I":318,"V":["0.0000434"]}]}}}
[2025-08-16 19:40:32.458] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":99,"TS":"2025-08-16T15:10:29.39","TID":1,"PID":1,"M":8,"S":51,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":47.2,"Y":23.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["59.5"]},{"I":141,"V":["31"]},{"I":212,"V":["13.91062"]},{"I":213,"V":["0.3806399"]},{"I":318,"V":["0.00023608"]}]}}}
[2025-08-16 19:40:33.625] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":100,"TS":"2025-08-16T15:10:32.704","TID":1,"PID":1,"M":8,"S":55,"PLID":91889,"PLUUID":"cjq9g6zgcxk1ceo2xzpe1qnyt","PN":"N. F\u00fcllkrug","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":60.7,"Y":31,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["56.3"]},{"I":141,"V":["20.9"]},{"I":212,"V":["8.277308"]},{"I":213,"V":["4.120232"]},{"I":318,"V":["0.00014918"]}]}}}
[2025-08-16 19:40:36.029] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":101,"TS":"2025-08-16T15:10:33.872","TID":1,"PID":1,"M":8,"S":56,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":56.3,"Y":20.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["64.6"]},{"I":141,"V":["5.3"]},{"I":212,"V":["13.72883"]},{"I":213,"V":["5.400133"]},{"I":318,"V":["0.00015509"]}]}}}
[2025-08-16 19:40:38.244] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":102,"TS":"2025-08-16T15:10:36.384","TID":1,"PID":1,"M":8,"S":58,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":63,"Y":7.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["56.7"]},{"I":141,"V":["17.9"]},{"I":212,"V":["9.883955"]},{"I":213,"V":["2.304018"]},{"I":318,"V":["0.00012201"]}]}}}
[2025-08-16 19:40:41.058] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":103,"TS":"2025-08-16T15:10:38.576","TID":1,"PID":1,"M":9,"S":0,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":53.8,"Y":18,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.9"]},{"I":141,"V":["30.4"]},{"I":212,"V":["14.21572"]},{"I":213,"V":["2.506631"]},{"I":318,"V":["0.00003529"]}]}}}
[2025-08-16 19:40:43.667] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":104,"TS":"2025-08-16T15:10:41.296","TID":1,"PID":1,"M":9,"S":3,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":43,"Y":33.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.1"]},{"I":141,"V":["66.1"]},{"I":212,"V":["22.27115"]},{"I":213,"V":["1.424118"]},{"I":318,"V":["0.00005411"]}]}}}
[2025-08-16 19:40:46.254] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":105,"TS":"2025-08-16T15:10:43.952","TID":1,"PID":1,"M":9,"S":6,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":51,"Y":71.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["66.5"]},{"I":141,"V":["94.2"]},{"I":212,"V":["22.29102"]},{"I":213,"V":["0.7523065"]},{"I":318,"V":["0.00020434"]}]}}}
[2025-08-16 19:40:47.919] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":106,"TS":"2025-08-16T15:10:46.576","TID":1,"PID":1,"M":9,"S":8,"PLID":613804,"PLUUID":"18ibccymsaxom7wdnfz0tevx0","PN":"E. Diouf","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":65.9,"Y":93.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["67.4"]},{"I":141,"V":["75"]},{"I":212,"V":["12.47582"]},{"I":213,"V":["4.838971"]},{"I":318,"V":["0.000607"]}]}}}
[2025-08-16 19:40:50.468] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":107,"TS":"2025-08-16T15:10:48.112","TID":1,"PID":1,"M":9,"S":10,"PLID":91889,"PLUUID":"cjq9g6zgcxk1ceo2xzpe1qnyt","PN":"N. F\u00fcllkrug","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":67.2,"Y":75.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["55.8"]},{"I":141,"V":["91.8"]},{"I":212,"V":["16.26755"]},{"I":213,"V":["2.397674"]},{"I":318,"V":["0.00010655"]}]}}}
[2025-08-16 19:40:52.468] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":108,"TS":"2025-08-16T15:10:50.737","TID":1,"PID":1,"M":9,"S":13,"PLID":210494,"PLUUID":"3o0zpl9cnmna2hyk595ja0xrd","PN":"N. Aguerd","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":55.7,"Y":84.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.4"]},{"I":141,"V":["77"]},{"I":212,"V":["11.01659"]},{"I":213,"V":["3.6229"]},{"I":318,"V":["0.00004323"]}]}}}
[2025-08-16 19:40:55.900] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":109,"TS":"2025-08-16T15:10:52.768","TID":1,"PID":1,"M":9,"S":15,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":46.3,"Y":72,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.2"]},{"I":141,"V":["40.6"]},{"I":212,"V":["21.59868"]},{"I":213,"V":["4.561109"]},{"I":318,"V":["0.00004331"]}]}}}
[2025-08-16 19:40:58.259] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":110,"TS":"2025-08-16T15:10:56.225","TID":1,"PID":1,"M":9,"S":18,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":44.8,"Y":32.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["59.3"]},{"I":141,"V":["4.7"]},{"I":212,"V":["24.06142"]},{"I":213,"V":["5.397496"]},{"I":318,"V":["0.0000909"]}]}}}
[2025-08-16 19:41:06.463] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":111,"TS":"2025-08-16T15:10:58.560","TID":1,"PID":1,"M":9,"S":20,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":59.3,"Y":4.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["51"]},{"I":141,"V":["19.1"]},{"I":212,"V":["13.10857"]},{"I":213,"V":["2.298066"]},{"I":318,"V":["0.00006541"]}]}}}
[2025-08-16 19:41:07.663] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":112,"TS":"2025-08-16T15:11:06.673","TID":1,"PID":1,"M":9,"S":29,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":58.7,"Y":18.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["55.6"]},{"I":141,"V":["36.7"]},{"I":212,"V":["12.53403"]},{"I":213,"V":["1.833501"]},{"I":318,"V":["0.00020136"]}]}}}
[2025-08-16 19:41:10.088] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":113,"TS":"2025-08-16T15:11:07.888","TID":1,"PID":1,"M":9,"S":30,"PLID":197024,"PLUUID":"73efpm314q2paeacsvp4e8q8l","PN":"G. Rodr\u00edguez","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":55.6,"Y":36.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["54.6"]},{"I":141,"V":["21"]},{"I":212,"V":["10.72751"]},{"I":213,"V":["4.614353"]},{"I":318,"V":["0.00011708"]}]}}}
[2025-08-16 19:41:12.692] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":114,"TS":"2025-08-16T15:11:10.385","TID":1,"PID":1,"M":9,"S":32,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":55.7,"Y":27.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["52.2"]},{"I":141,"V":["65.1"]},{"I":212,"V":["25.56156"]},{"I":213,"V":["1.715067"]},{"I":318,"V":["0.00016043"]}]}}}
[2025-08-16 19:41:16.693] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":115,"TS":"2025-08-16T15:11:13.9","TID":1,"PID":1,"M":9,"S":35,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":55.7,"Y":69.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["69.5"]},{"I":141,"V":["94.5"]},{"I":212,"V":["22.38921"]},{"I":213,"V":["0.866908"]},{"I":318,"V":["0.00029201"]}]}}}
[2025-08-16 19:41:18.482] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":116,"TS":"2025-08-16T15:11:16.945","TID":1,"PID":1,"M":9,"S":39,"PLID":613804,"PLUUID":"18ibccymsaxom7wdnfz0tevx0","PN":"E. Diouf","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":72.3,"Y":93.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["66.5"]},{"I":141,"V":["76.4"]},{"I":212,"V":["12.94588"]},{"I":213,"V":["4.222622"]},{"I":318,"V":["0.00057155"]}]}}}
[2025-08-16 19:41:20.701] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":117,"TS":"2025-08-16T15:11:18.673","TID":1,"PID":1,"M":9,"S":41,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":66.5,"Y":76.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["73.4"]},{"I":141,"V":["95.9"]},{"I":212,"V":["15.11018"]},{"I":213,"V":["1.070737"]},{"I":318,"V":["0.00038371"]}]}}}
[2025-08-16 19:41:22.918] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":118,"TS":"2025-08-16T15:11:20.930","TID":1,"PID":1,"M":9,"S":43,"PLID":613804,"PLUUID":"18ibccymsaxom7wdnfz0tevx0","PN":"E. Diouf","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":74.3,"Y":95,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["96.1"]},{"I":141,"V":["82.9"]},{"I":212,"V":["24.3239"]},{"I":213,"V":["5.938109"]},{"I":318,"V":["0.00217013"]}]}}}
[2025-08-16 19:41:23.115] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":86,"TS":"2025-08-16T15:11:23.444","TID":12,"PID":1,"M":9,"S":45,"PLID":547027,"PLUUID":"egtyl4noukbjkm1va1i11e87o","PN":"H. Diarra","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":6.9,"Y":20.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":185,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-16 19:41:23.315] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":119,"TS":"2025-08-16T15:11:23.233","TID":1,"PID":1,"M":9,"S":45,"PLID":197024,"PLUUID":"73efpm314q2paeacsvp4e8q8l","PN":"G. Rodr\u00edguez","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":96.1,"Y":82.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["94.9"]},{"I":141,"V":["80.9"]},{"I":212,"V":["1.756638"]},{"I":213,"V":["3.912499"]}]}}}
[2025-08-16 19:41:25.303] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":120,"TS":"2025-08-16T15:11:25.617","TID":61,"PID":1,"M":9,"S":48,"PLID":613804,"PLUUID":"18ibccymsaxom7wdnfz0tevx0","PN":"E. Diouf","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":91.4,"Y":84.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-16 19:41:29.117] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":121,"TS":"2025-08-16T15:11:27.58","TID":1,"PID":1,"M":9,"S":49,"PLID":197024,"PLUUID":"73efpm314q2paeacsvp4e8q8l","PN":"G. Rodr\u00edguez","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":88.2,"Y":89.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["76.8"]},{"I":141,"V":["88.7"]},{"I":212,"V":["11.98563"]},{"I":213,"V":["3.192676"]},{"I":318,"V":["0.00086593"]}]}}}
[2025-08-16 19:41:29.929] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":87,"TS":"2025-08-16T15:11:30.244","TID":45,"PID":1,"M":9,"S":52,"PLID":549912,"PLUUID":"5606cqx2mlkrp81oe6uh6ghec","PN":"C. Talbi","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":22,"Y":10,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:41:30.313] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":122,"TS":"2025-08-16T15:11:29.441","TID":3,"PID":1,"M":9,"S":51,"PLID":210494,"PLUUID":"3o0zpl9cnmna2hyk595ja0xrd","PN":"N. Aguerd","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":79.3,"Y":90.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 19:41:31.326] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":123,"TS":"2025-08-16T15:11:30.626","TID":1,"PID":1,"M":9,"S":53,"PLID":210494,"PLUUID":"3o0zpl9cnmna2hyk595ja0xrd","PN":"N. Aguerd","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":85.5,"Y":91.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["85.6"]},{"I":141,"V":["94.4"]},{"I":212,"V":["2.246455"]},{"I":213,"V":["1.524039"]},{"I":318,"V":["0.00068693"]}]}}}
[2025-08-16 19:41:32.546] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":124,"TS":"2025-08-16T15:11:31.473","TID":1,"PID":1,"M":9,"S":53,"PLID":613804,"PLUUID":"18ibccymsaxom7wdnfz0tevx0","PN":"E. Diouf","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":84.7,"Y":95.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["75"]},{"I":141,"V":["85.3"]},{"I":212,"V":["12.36084"]},{"I":213,"V":["3.744001"]},{"I":318,"V":["0.00086526"]}]}}}
[2025-08-16 19:41:35.337] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":125,"TS":"2025-08-16T15:11:32.801","TID":1,"PID":1,"M":9,"S":55,"PLID":197024,"PLUUID":"73efpm314q2paeacsvp4e8q8l","PN":"G. Rodr\u00edguez","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":74.9,"Y":83.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["90.3"]},{"I":141,"V":["66.4"]},{"I":212,"V":["19.7984"]},{"I":213,"V":["5.668115"]},{"I":318,"V":["0.02352442"]}]}}}
[2025-08-16 19:41:36.124] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":126,"TS":"2025-08-16T15:11:35.634","TID":1,"PID":1,"M":9,"S":58,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":93.2,"Y":69.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["94.8"]},{"I":141,"V":["52.7"]},{"I":212,"V":["11.27783"]},{"I":213,"V":["4.86191"]}]}}}
