[2025-08-16 18:03:14.487] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 18:03:15.262] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 18:03:16.030] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"102dto55773ex3p58gp94ql90"}}
[2025-08-16 18:19:20.143] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":469,"TS":"2025-08-16T13:49:13.652","TID":1,"PID":2,"M":61,"S":57,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":42.3,"Y":67.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["61.8"]},{"I":141,"V":["96.3"]},{"I":212,"V":["28.42717"]},{"I":213,"V":["0.7666169"]},{"I":318,"V":["0.00011119"]}]}}}
[2025-08-16 18:19:25.541] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":470,"TS":"2025-08-16T13:49:20.427","TID":1,"PID":2,"M":62,"S":4,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":69.5,"Y":97.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["60.8"]},{"I":141,"V":["82.9"]},{"I":212,"V":["13.29235"]},{"I":213,"V":["3.95471"]},{"I":318,"V":["0.00020732"]}]}}}
[2025-08-16 18:19:28.151] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":471,"TS":"2025-08-16T13:49:25.836","TID":1,"PID":2,"M":62,"S":9,"PLID":449871,"PLUUID":"do3duah478rhz9cg2icde4h9m","PN":"A. Onana","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":60.1,"Y":74.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["57.8"]},{"I":141,"V":["34.3"]},{"I":212,"V":["27.64568"]},{"I":213,"V":["4.624922"]},{"I":318,"V":["0.00035877"]}]}}}
[2025-08-16 18:19:32.305] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":472,"TS":"2025-08-16T13:49:28.491","TID":1,"PID":2,"M":62,"S":12,"PLID":199798,"PLUUID":"8qys6qtdwgsycxducl062zld5","PN":"E. Konsa","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":58.7,"Y":31.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["70.9"]},{"I":141,"V":["3.2"]},{"I":212,"V":["22.94815"]},{"I":213,"V":["5.304622"]},{"I":318,"V":["0.00030524"]}]}}}
[2025-08-16 18:19:37.359] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":473,"TS":"2025-08-16T13:49:32.515","TID":1,"PID":2,"M":62,"S":16,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":71,"Y":9.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["61.0"]},{"I":141,"V":["20.7"]},{"I":212,"V":["13.0113"]},{"I":213,"V":["2.509835"]},{"I":318,"V":["0.00027418"]}]}}}
[2025-08-16 18:19:39.152] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":474,"TS":"2025-08-16T13:49:36.315","TID":1,"PID":2,"M":62,"S":20,"PLID":199798,"PLUUID":"8qys6qtdwgsycxducl062zld5","PN":"E. Konsa","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":59.8,"Y":24.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["58.8"]},{"I":141,"V":["41.3"]},{"I":212,"V":["11.60759"]},{"I":213,"V":["1.661378"]},{"I":318,"V":["0.00034329"]}]}}}
[2025-08-16 18:19:42.664] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":475,"TS":"2025-08-16T13:49:39.515","TID":1,"PID":2,"M":62,"S":23,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":61.3,"Y":54.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["67.4"]},{"I":141,"V":["93.8"]},{"I":212,"V":["27.28249"]},{"I":213,"V":["1.333819"]},{"I":318,"V":["0.00033887"]}]}}}
[2025-08-16 18:19:46.870] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":476,"TS":"2025-08-16T13:49:42.947","TID":1,"PID":2,"M":62,"S":26,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":68.9,"Y":93.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["64.2"]},{"I":141,"V":["76.1"]},{"I":212,"V":["12.69451"]},{"I":213,"V":["4.313114"]},{"I":318,"V":["0.00041995"]}]}}}
[2025-08-16 18:19:52.476] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":477,"TS":"2025-08-16T13:49:47.156","TID":1,"PID":2,"M":62,"S":30,"PLID":449871,"PLUUID":"do3duah478rhz9cg2icde4h9m","PN":"A. Onana","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":63.4,"Y":74.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["61.9"]},{"I":141,"V":["28.9"]},{"I":212,"V":["31.1838"]},{"I":213,"V":["4.66186"]},{"I":318,"V":["0.00058904"]}]}}}
[2025-08-16 18:19:55.868] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":478,"TS":"2025-08-16T13:49:52.814","TID":1,"PID":2,"M":62,"S":36,"PLID":199798,"PLUUID":"8qys6qtdwgsycxducl062zld5","PN":"E. Konsa","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":60.5,"Y":30.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["54.9"]},{"I":141,"V":["49.9"]},{"I":212,"V":["14.69196"]},{"I":213,"V":["1.982552"]},{"I":318,"V":["0.00024417"]}]}}}
[2025-08-16 18:19:58.120] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":479,"TS":"2025-08-16T13:49:56.115","TID":1,"PID":2,"M":62,"S":39,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":52.1,"Y":52.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.3"]},{"I":141,"V":["50.1"]},{"I":212,"V":["23.99556"]},{"I":213,"V":["3.209658"]},{"I":318,"V":["0.00001074"]}]}}}
[2025-08-16 18:20:01.692] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":480,"TS":"2025-08-16T13:49:58.332","TID":1,"PID":2,"M":62,"S":42,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":28,"Y":48.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.8"]},{"I":141,"V":["30.7"]},{"I":212,"V":["13.23704"]},{"I":213,"V":["5.102996"]},{"I":318,"V":["0.00000661"]}]}}}
[2025-08-16 18:20:02.700] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":481,"TS":"2025-08-16T13:50:02.892","TID":3,"PID":2,"M":62,"S":46,"PLID":199798,"PLUUID":"8qys6qtdwgsycxducl062zld5","PN":"E. Konsa","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":30.3,"Y":30.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:20:02.892] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":524,"TS":"2025-08-16T13:50:03.110","TID":74,"PID":2,"M":62,"S":46,"PLID":180974,"PLUUID":"c589fk8pfqvbukvtdqu1yhjv9","PN":"Joelinton","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":67.4,"Y":74.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:20:10.497] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":482,"TS":"2025-08-16T13:50:05.75","TID":1,"PID":2,"M":62,"S":48,"PLID":226944,"PLUUID":"blth4klpu88kgh73abpjlgusp","PN":"B. Kamara","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":31.5,"Y":36.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["2.2"]},{"I":141,"V":["34.0"]},{"I":212,"V":["30.81974"]},{"I":213,"V":["3.2012"]},{"I":318,"V":["0.0000003"]}]}}}
[2025-08-16 18:20:10.703] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":483,"TS":"2025-08-16T13:50:10.732","TID":55,"PID":2,"M":62,"S":54,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":17,"Y":31.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:20:13.288] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":482,"TS":"2025-08-16T13:50:05.75","TID":43,"PID":2,"M":62,"S":48,"PLID":226944,"PLUUID":"blth4klpu88kgh73abpjlgusp","PN":"B. Kamara","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":31.5,"Y":36.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["2.2"]},{"I":141,"V":["34.0"]},{"I":212,"V":["30.81974"]},{"I":213,"V":["3.2012"]},{"I":318,"V":["0.0000003"]},{"I":144,"V":["1"]}]}}}
[2025-08-16 18:20:17.304] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":525,"TS":"2025-08-16T13:50:13.254","TID":2,"PID":2,"M":62,"S":56,"PLID":180974,"PLUUID":"c589fk8pfqvbukvtdqu1yhjv9","PN":"Joelinton","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":64.6,"Y":73.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":7,"V":["432422"]},{"I":56,"V":["Center"]},{"I":140,"V":["89.2"]},{"I":141,"V":["74.9"]}]}}}
[2025-08-16 18:20:37.046] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":484,"TS":"2025-08-16T13:50:26.779","TID":1,"PID":2,"M":63,"S":10,"PLID":199798,"PLUUID":"8qys6qtdwgsycxducl062zld5","PN":"E. Konsa","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":27,"Y":34.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":241,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["28.7"]},{"I":141,"V":["54.3"]},{"I":212,"V":["13.5144"]},{"I":213,"V":["1.438328"]},{"I":318,"V":["0.00000457"]}]}}}
[2025-08-16 18:20:41.856] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":485,"TS":"2025-08-16T13:50:37.219","TID":1,"PID":2,"M":63,"S":20,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":34.7,"Y":60.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["41.3"]},{"I":141,"V":["32.2"]},{"I":212,"V":["20.70988"]},{"I":213,"V":["5.053594"]},{"I":318,"V":["0.00002419"]}]}}}
[2025-08-16 18:20:50.891] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":486,"TS":"2025-08-16T13:50:42.75","TID":1,"PID":2,"M":63,"S":25,"PLID":199798,"PLUUID":"8qys6qtdwgsycxducl062zld5","PN":"E. Konsa","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":43.9,"Y":31.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["65.2"]},{"I":141,"V":["6.5"]},{"I":212,"V":["27.96961"]},{"I":213,"V":["5.639048"]},{"I":318,"V":["0.00018104"]}]}}}
[2025-08-16 18:20:51.275] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":487,"TS":"2025-08-16T13:50:51.268","TID":61,"PID":2,"M":63,"S":34,"PLID":122806,"PLUUID":"btvuam6p4391am219taqtcted","PN":"J. McGinn","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":97.9,"Y":14.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-16 18:20:52.701] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":488,"TS":"2025-08-16T13:50:52.771","TID":1,"PID":2,"M":63,"S":36,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":95.8,"Y":22.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["94.0"]},{"I":141,"V":["21.2"]},{"I":212,"V":["2.05863"]},{"I":213,"V":["3.549163"]}]}}}
[2025-08-16 18:20:53.480] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":526,"TS":"2025-08-16T13:50:53.718","TID":74,"PID":2,"M":63,"S":37,"PLID":180974,"PLUUID":"c589fk8pfqvbukvtdqu1yhjv9","PN":"Joelinton","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":5.2,"Y":80.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:20:55.875] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":527,"TS":"2025-08-16T13:50:54.982","TID":1,"PID":2,"M":63,"S":38,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":7.6,"Y":72.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["22"]},{"I":141,"V":["85.1"]},{"I":212,"V":["17.41249"]},{"I":213,"V":["0.5189466"]},{"I":318,"V":["0.00000097"]}]}}}
[2025-08-16 18:20:56.120] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":528,"TS":"2025-08-16T13:50:56.166","TID":49,"PID":2,"M":63,"S":39,"PLID":201666,"PLUUID":"18paf5a7rfe4kutxjl4cwd695","PN":"H. Barnes","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":25.3,"Y":87.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:21:00.122] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":529,"TS":"2025-08-16T13:50:59.367","TID":1,"PID":2,"M":63,"S":43,"PLID":201666,"PLUUID":"18paf5a7rfe4kutxjl4cwd695","PN":"H. Barnes","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":35.9,"Y":77.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["48.2"]},{"I":141,"V":["79.3"]},{"I":212,"V":["12.96663"]},{"I":213,"V":["0.08927043"]},{"I":318,"V":["0.00003518"]}]}}}
[2025-08-16 18:21:00.323] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":530,"TS":"2025-08-16T13:51:00.415","TID":61,"PID":2,"M":63,"S":44,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":47.5,"Y":79.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:21:00.510] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":489,"TS":"2025-08-16T13:51:00.746","TID":49,"PID":2,"M":63,"S":44,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":46.1,"Y":31,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:21:05.477] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":490,"TS":"2025-08-16T13:51:00.955","TID":1,"PID":2,"M":63,"S":44,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":43.5,"Y":33.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["11.9"]},{"I":141,"V":["43.0"]},{"I":212,"V":["33.82927"]},{"I":213,"V":["2.945357"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000131"]}]}}}
[2025-08-16 18:21:22.087] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":491,"TS":"2025-08-16T13:51:05.819","TID":1,"PID":2,"M":63,"S":49,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":14.1,"Y":42.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.1"]},{"I":141,"V":["57.0"]},{"I":212,"V":["12.29805"]},{"I":213,"V":["0.9302225"]},{"I":318,"V":["0.00000137"]}]}}}
[2025-08-16 18:21:25.706] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":492,"TS":"2025-08-16T13:51:22.402","TID":1,"PID":2,"M":64,"S":6,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":44.6,"Y":68.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["52.3"]},{"I":141,"V":["57.5"]},{"I":212,"V":["11.01443"]},{"I":213,"V":["5.536637"]},{"I":318,"V":["0.00010976"]}]}}}
[2025-08-16 18:21:26.909] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":493,"TS":"2025-08-16T13:51:25.987","TID":1,"PID":2,"M":64,"S":9,"PLID":449871,"PLUUID":"do3duah478rhz9cg2icde4h9m","PN":"A. Onana","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":52,"Y":59,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["65.0"]},{"I":141,"V":["42.5"]},{"I":212,"V":["17.66949"]},{"I":213,"V":["5.595186"]},{"I":318,"V":["0.00080441"]}]}}}
[2025-08-16 18:21:28.897] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":494,"TS":"2025-08-16T13:51:27.251","TID":1,"PID":2,"M":64,"S":10,"PLID":166989,"PLUUID":"eo4uva2gnx08xdazfaqzyz2dx","PN":"Y. Tielemans","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":65,"Y":42.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["71.4"]},{"I":141,"V":["57.0"]},{"I":212,"V":["11.93223"]},{"I":213,"V":["0.9725663"]},{"I":318,"V":["0.00257259"]}]}}}
[2025-08-16 18:21:31.705] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":495,"TS":"2025-08-16T13:51:29.275","TID":1,"PID":2,"M":64,"S":12,"PLID":244850,"PLUUID":"2eayhzdix8knmn810sbngsdt5","PN":"M. Rogers","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":73.3,"Y":51.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["86.7"]},{"I":141,"V":["39.8"]},{"I":212,"V":["16.09712"]},{"I":213,"V":["5.775906"]},{"I":318,"V":["0.04001359"]}]}}}
[2025-08-16 18:21:31.906] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":496,"TS":"2025-08-16T13:51:31.283","TID":39,"PID":2,"M":64,"S":15,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":90,"Y":43,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":249,"V":["NULL"]}]}}}
[2025-08-16 18:21:32.909] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":531,"TS":"2025-08-16T13:51:33.222","TID":63,"PID":2,"M":64,"S":16,"PLID":98747,"PLUUID":"9s9i1a7hdq5bud8ma2dqi295h","PN":"N. Pope","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":2.2,"Y":50.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:21:33.112] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":496,"TS":"2025-08-16T13:51:31.283","TID":15,"PID":2,"M":64,"S":15,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":90,"Y":43,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0891"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
